VMAF Score,Filename
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_right_bottom_start_1568_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_top_start_224_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_224_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_224_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_bottom_start_224_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_top_start_448_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_448_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_448_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_bottom_start_448_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_top_start_672_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_672_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_672_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_bottom_start_672_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_top_start_896_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0__start_896_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_center__start_896_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_1_compressed_23_a-hidden-life.mp4_frame0_bottom_start_896_672.png
91.220950,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_left_top_start_0_0.png
78.767063,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_left__start_0_224.png
76.772657,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_left__start_0_448.png
76.406326,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_left_bottom_start_0_672.png
90.143454,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_1120_0.png
87.162828,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_1120_224.png
85.024667,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_1120_448.png
89.484061,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_1120_672.png
91.779446,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_1344_0.png
87.731095,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_1344_224.png
88.729030,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_1344_448.png
94.608213,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_1344_672.png
85.725377,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_right_top_start_1568_0.png
84.986967,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_right__start_1568_224.png
92.075208,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_right__start_1568_448.png
96.729453,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_right_bottom_start_1568_672.png
90.831614,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_224_0.png
77.592818,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_224_224.png
75.684719,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_224_448.png
78.573754,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_224_672.png
92.928506,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_448_0.png
81.974632,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_448_224.png
82.437840,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_448_448.png
79.979402,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_448_672.png
91.793525,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_672_0.png
85.080212,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_672_224.png
88.159382,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_672_448.png
93.958752,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_672_672.png
91.643915,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_top_start_896_0.png
85.053273,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000__start_896_224.png
88.100784,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_center__start_896_448.png
86.087080,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_5_compressed_23_a-hidden-life.mp4_frame1000_bottom_start_896_672.png
97.424312,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_left_top_start_0_0.png
97.386683,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_left__start_0_224.png
96.044014,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_left__start_0_448.png
96.187859,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_left_bottom_start_0_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_1120_0.png
96.223755,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_1120_224.png
94.157252,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_1120_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_1120_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_1344_0.png
97.369275,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_1344_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_1344_448.png
97.427356,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_1344_672.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_right_top_start_1568_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_right__start_1568_224.png
96.751260,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_right__start_1568_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_right_bottom_start_1568_672.png
96.705467,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_224_0.png
96.440705,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_224_224.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_224_448.png
96.768137,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_224_672.png
95.457630,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_448_0.png
96.573130,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_448_224.png
95.417263,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_448_448.png
96.158274,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_448_672.png
95.725385,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_672_0.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_672_224.png
94.343555,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_672_448.png
97.427354,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_672_672.png
96.431188,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_top_start_896_0.png
97.273938,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250__start_896_224.png
94.159533,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_center__start_896_448.png
97.427361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_6_compressed_23_a-hidden-life.mp4_frame1250_bottom_start_896_672.png
95.846118,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_left_top_start_0_0.png
92.401872,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_left__start_0_224.png
86.124372,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_left__start_0_448.png
82.734123,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_left_bottom_start_0_672.png
96.919675,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_1120_0.png
90.701013,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_1120_224.png
85.112887,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_1120_448.png
82.858995,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_1120_672.png
96.086465,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_1344_0.png
89.058687,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_1344_224.png
86.421727,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_1344_448.png
83.619151,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_1344_672.png
96.305876,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_right_top_start_1568_0.png
88.796485,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_right__start_1568_224.png
86.912556,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_right__start_1568_448.png
82.613110,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_right_bottom_start_1568_672.png
92.204798,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_224_0.png
88.061981,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_224_224.png
86.976415,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_224_448.png
82.247902,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_224_672.png
90.243315,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_448_0.png
78.786760,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_448_224.png
81.383107,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_448_448.png
84.469746,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_448_672.png
95.796414,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_672_0.png
90.808635,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_672_224.png
85.343719,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_672_448.png
81.807907,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_672_672.png
96.065273,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_top_start_896_0.png
91.439414,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500__start_896_224.png
84.704178,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_center__start_896_448.png
85.443674,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_7_compressed_23_a-hidden-life.mp4_frame1500_bottom_start_896_672.png
94.649553,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_left_top_start_0_0.png
92.839567,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_left__start_0_224.png
88.637271,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_left__start_0_448.png
91.033283,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_left_bottom_start_0_672.png
94.437389,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_1120_0.png
93.251483,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_1120_224.png
91.594253,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_1120_448.png
88.783386,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_1120_672.png
91.863196,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_1344_0.png
91.900622,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_1344_224.png
90.730323,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_1344_448.png
90.406329,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_1344_672.png
92.133987,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_right_top_start_1568_0.png
91.367085,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_right__start_1568_224.png
89.529549,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_right__start_1568_448.png
90.536693,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_right_bottom_start_1568_672.png
93.139784,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_224_0.png
92.766153,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_224_224.png
89.881594,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_224_448.png
90.892580,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_224_672.png
90.699335,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_448_0.png
90.968751,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_448_224.png
90.648975,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_448_448.png
91.212977,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_448_672.png
93.770513,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_672_0.png
92.469814,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_672_224.png
91.712746,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_672_448.png
91.862349,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_672_672.png
94.039383,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_top_start_896_0.png
92.931001,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750__start_896_224.png
87.560503,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_center__start_896_448.png
89.234361,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_8_compressed_23_a-hidden-life.mp4_frame1750_bottom_start_896_672.png
95.881481,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_left_top_start_0_0.png
90.503020,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_left__start_0_224.png
90.678545,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_left__start_0_448.png
91.779079,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_left_bottom_start_0_672.png
94.944184,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_top_start_1120_0.png
93.918133,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000__start_1120_224.png
93.330829,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000__start_1120_448.png
91.880311,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_bottom_start_1120_672.png
96.781578,/Users/kajsalidin/Desktop/nr-vqa-vmaf/images_train_comp_crop_png/train_9_compressed_23_a-hidden-life.mp4_frame2000_top_start_1344_0.png
